"","name","contact","url","state","icuLowCare","icuHighCare","ecmo","timestamp","apiCall","geoinformation","latitude","longitude","Intensive_Care","Critical_Patients","Normal_Patients","Normal_Care","device","mask","available_bed","transfer_pat"
"240","Klinikum Stuttgart Intensivmedizin Kriegsbergstrasse 60 70174 Stuttgart","","http://www.klinikum-stuttgart.de","BW","GREEN","green","YELLOW","Sat Mar 21 09:23:00 CET 2020","Klinikum+Stuttgart+Intensivmedizin+Kriegsbergstrasse+60+70174+Stuttgart","{'results': [{'address_components': [{'long_name': '60', 'short_name': '60', 'types': ['street_number']}, {'long_name': 'Kriegsbergstraße', 'short_name': 'Kriegsbergstraße', 'types': ['route']}, {'long_name': 'Stuttgart-Mitte', 'short_name': 'Stuttgart-Mitte', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Stuttgart', 'short_name': 'Stuttgart', 'types': ['locality', 'political']}, {'long_name': 'Stuttgart', 'short_name': 'Süd', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Baden-Württemberg', 'short_name': 'BW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '70174', 'short_name': '70174', 'types': ['postal_code']}], 'formatted_address': 'Kriegsbergstraße 60, 70174 Stuttgart, Germany', 'geometry': {'location': {'lat': 48.7835422, 'lng': 9.1731102}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 48.7848911802915, 'lng': 9.174459180291503}, 'southwest': {'lat': 48.7821932197085, 'lng': 9.171761219708499}}}, 'place_id': 'ChIJBdbI8zDbmUcRnHy8TkNCiVE', 'plus_code': {'compound_code': 'Q5MF+C6 Stuttgart, Germany', 'global_code': '8FWFQ5MF+C6'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",48.7835422,9.1731102,127,22,119,56,100,100,78,63
"241","Klinikum Südstadt Rostock Klinik für Anästhesiologie und Intensivmedizin Südring 81 18055 Rostock","Intensivbereich","https://www.kliniksued-rostock.de/kliniken-abteilungen/kliniken/klinik-fuer-anaesthesiologie-und-intensivmedizin.html","MV","GREEN","green","","Fri Mar 20 23:33:00 CET 2020","Klinikum+Südstadt+Rostock+Klinik+für+Anästhesiologie+und+Intensivmedizin+Südring+81+18055+Rostock","{'results': [{'address_components': [{'long_name': '81', 'short_name': '81', 'types': ['street_number']}, {'long_name': 'Südring', 'short_name': 'Südring', 'types': ['route']}, {'long_name': 'Ortsamt 7', 'short_name': 'Ortsamt 7', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Rostock', 'short_name': 'Rostock', 'types': ['locality', 'political']}, {'long_name': 'Rostock', 'short_name': 'Rostock', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Mecklenburg-Vorpommern', 'short_name': 'MV', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '18059', 'short_name': '18059', 'types': ['postal_code']}], 'formatted_address': 'Südring 81, 18059 Rostock, Germany', 'geometry': {'location': {'lat': 54.0727091, 'lng': 12.1072285}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 54.0740580802915, 'lng': 12.1085774802915}, 'southwest': {'lat': 54.0713601197085, 'lng': 12.1058795197085}}}, 'place_id': 'ChIJo6chDrlQrEcRC6CpN0akLkM', 'plus_code': {'compound_code': '34F4+3V Rostock, Germany', 'global_code': '9F6J34F4+3V'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",54.0727091,12.1072285,117,49,170,64,100,100,142,106
"242","Klinikum Westfalen - Knappschaftskrankenhaus Dortmund Anästhesiologie, Intensivmedizin und Schmerztherapie Am Knappschaftskrankenhaus 1 44309 Dortmund","Zentrum Interdisziplinäre Intensivmedizin","https://www.klinikum-westfalen.de/Inhalt/Kliniken_Zentren_Bereiche_Kooperationen/Zentren/Ecmo-Zentrum/index.php","NRW","GREEN","green","GREEN","Sat Mar 21 09:22:00 CET 2020","Klinikum+Westfalen+-+Knappschaftskrankenhaus+Dortmund+Anästhesiologie,+Intensivmedizin+und+Schmerztherapie+Am+Knappschaftskrankenhaus+1+44309+Dortmund","{'results': [{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Am Knappschaftskrankenhaus', 'short_name': 'Am Knappschaftskrankenhaus', 'types': ['route']}, {'long_name': 'Brackel', 'short_name': 'Brackel', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Dortmund', 'short_name': 'DO', 'types': ['locality', 'political']}, {'long_name': 'Arnsberg', 'short_name': 'Arnsberg', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nordrhein-Westfalen', 'short_name': 'NRW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '44309', 'short_name': '44309', 'types': ['postal_code']}], 'formatted_address': 'Am Knappschaftskrankenhaus 1, 44309 Dortmund, Germany', 'geometry': {'location': {'lat': 51.5198847, 'lng': 7.532983799999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 51.52123368029149, 'lng': 7.534332780291502}, 'southwest': {'lat': 51.5185357197085, 'lng': 7.531634819708497}}}, 'place_id': 'ChIJVVVVxc0WuUcRd7xH11CEHUo', 'plus_code': {'compound_code': 'GG9M+X5 Dortmund, Germany', 'global_code': '9F39GG9M+X5'}, 'types': ['doctor', 'establishment', 'health', 'point_of_interest']}], 'status': 'OK'}",51.5198847,7.5329838,68,62,124,7,100,100,102,117
"243","Klinikum Worms Klinik für Anästhesiologie und Intensivmedizin / Kliniken für Innere Medizin Gabriel-von-Seidl-Str. 81 67550 Worms","Interdisziplinäre Intensivstationen","http://www.klinikum-worms.de","RP","GREEN","green","","Fri Mar 20 16:34:00 CET 2020","Klinikum+Worms+Klinik+für+Anästhesiologie+und+Intensivmedizin+/+Kliniken+für+Innere+Medizin+Gabriel-von-Seidl-Str.+81+67550+Worms","{'results': [{'address_components': [{'long_name': '81', 'short_name': '81', 'types': ['street_number']}, {'long_name': 'Gabriel-von-Seidl-Straße', 'short_name': 'Gabriel-von-Seidl-Straße', 'types': ['route']}, {'long_name': 'Herrnsheim', 'short_name': 'Herrnsheim', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Worms', 'short_name': 'WO', 'types': ['locality', 'political']}, {'long_name': 'Rheinland-Pfalz', 'short_name': 'RP', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '67550', 'short_name': '67550', 'types': ['postal_code']}], 'formatted_address': 'Gabriel-von-Seidl-Straße 81, 67550 Worms, Germany', 'geometry': {'location': {'lat': 49.6496782, 'lng': 8.320064499999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 49.6510271802915, 'lng': 8.321413480291502}, 'southwest': {'lat': 49.6483292197085, 'lng': 8.318715519708498}}}, 'place_id': 'ChIJmfqL6uIrlkcRNCeLgU2bgvE', 'plus_code': {'compound_code': 'J8XC+V2 Worms, Germany', 'global_code': '8FXCJ8XC+V2'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}, {'address_components': [{'long_name': '81', 'short_name': '81', 'types': ['street_number']}, {'long_name': 'Gabriel-von-Seidl-Straße', 'short_name': 'Gabriel-von-Seidl-Straße', 'types': ['route']}, {'long_name': 'Herrnsheim', 'short_name': 'Herrnsheim', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Worms', 'short_name': 'WO', 'types': ['locality', 'political']}, {'long_name': 'Rheinland-Pfalz', 'short_name': 'RP', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '67550', 'short_name': '67550', 'types': ['postal_code']}], 'formatted_address': 'Gabriel-von-Seidl-Straße 81, 67550 Worms, Germany', 'geometry': {'location': {'lat': 49.6495761, 'lng': 8.3189639}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 49.65092508029149, 'lng': 8.320312880291503}, 'southwest': {'lat': 49.6482271197085, 'lng': 8.317614919708499}}}, 'place_id': 'ChIJ_8Krl-IrlkcRz1jjm9qUlvo', 'plus_code': {'compound_code': 'J8X9+RH Worms, Germany', 'global_code': '8FXCJ8X9+RH'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",49.6496782,8.3200645,83,91,153,26,100,100,77,127
"244","Klinikum Würzburg Mitte Standort Missioklinik, Salvatorstrasse 7, 97074 Würzburg Klinik Anästhesiologie und Intensivmedizin Salvatorstr. 7 97074 Würzburg","Intensivstation","http://www.kwm-klinikum.de","BY","GREEN","green","","Sat Mar 21 09:18:00 CET 2020","Klinikum+Würzburg+Mitte+Standort+Missioklinik,+Salvatorstrasse+7,+97074+Würzburg+Klinik+Anästhesiologie+und+Intensivmedizin+Salvatorstr.+7+97074+Würzburg","{'results': [{'address_components': [{'long_name': '7', 'short_name': '7', 'types': ['street_number']}, {'long_name': 'Salvatorstraße', 'short_name': 'Salvatorstraße', 'types': ['route']}, {'long_name': 'Frauenland', 'short_name': 'Frauenland', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Würzburg', 'short_name': 'WÜ', 'types': ['locality', 'political']}, {'long_name': 'Unterfranken', 'short_name': 'Unterfranken', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '97074', 'short_name': '97074', 'types': ['postal_code']}], 'formatted_address': 'Salvatorstraße 7, 97074 Würzburg, Germany', 'geometry': {'location': {'lat': 49.7943547, 'lng': 9.9532656}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 49.7957036802915, 'lng': 9.954614580291501}, 'southwest': {'lat': 49.7930057197085, 'lng': 9.951916619708497}}}, 'place_id': 'ChIJVWyh_dSPokcRroBdyfdbD1Q', 'plus_code': {'compound_code': 'QXV3+P8 Würzburg, Germany', 'global_code': '8FXFQXV3+P8'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",49.7943547,9.9532656,122,10,111,47,100,100,146,64
"245","Klinikum-Bremen-Ost Klinik für Anästhesie, Intensivmedizin, Schmerztherapie Züricher Straße 40 28325 Bremen","Interdisziplinäre Intensivstation","http://www.gesundheitnord.de/","HB","YELLOW","darkred","","Sat Mar 21 11:22:00 CET 2020","Klinikum-Bremen-Ost+Klinik+für+Anästhesie,+Intensivmedizin,+Schmerztherapie+Züricher+Straße+40+28325+Bremen","{'results': [{'address_components': [{'long_name': '40', 'short_name': '40', 'types': ['street_number']}, {'long_name': 'Züricher Straße', 'short_name': 'Züricher Str.', 'types': ['route']}, {'long_name': 'Osterholz', 'short_name': 'Osterholz', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Bremen', 'short_name': 'Bremen', 'types': ['locality', 'political']}, {'long_name': 'Bremen', 'short_name': 'Bremen', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Bremen', 'short_name': 'HB', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '28325', 'short_name': '28325', 'types': ['postal_code']}], 'formatted_address': 'Züricher Str. 40, 28325 Bremen, Germany', 'geometry': {'location': {'lat': 53.06430659999999, 'lng': 8.9402264}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 53.0656555802915, 'lng': 8.941575380291502}, 'southwest': {'lat': 53.0629576197085, 'lng': 8.938877419708497}}}, 'place_id': 'ChIJcY6t7EwnsUcRhYIUkHKO9dI', 'plus_code': {'compound_code': '3W7R+P3 Bremen, Germany', 'global_code': '9F5C3W7R+P3'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}, {'address_components': [{'long_name': '40', 'short_name': '40', 'types': ['street_number']}, {'long_name': 'Züricher Straße', 'short_name': 'Züricher Str.', 'types': ['route']}, {'long_name': 'Osterholz', 'short_name': 'Osterholz', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Bremen', 'short_name': 'Bremen', 'types': ['locality', 'political']}, {'long_name': 'Bremen', 'short_name': 'Bremen', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Bremen', 'short_name': 'HB', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '28325', 'short_name': '28325', 'types': ['postal_code']}], 'formatted_address': 'Züricher Str. 40, 28325 Bremen, Germany', 'geometry': {'location': {'lat': 53.06524, 'lng': 8.93544}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 53.06658898029149, 'lng': 8.936788980291501}, 'southwest': {'lat': 53.0638910197085, 'lng': 8.934091019708497}}}, 'place_id': 'ChIJ5XiNbVInsUcRbOGkTVSagog', 'plus_code': {'compound_code': '3W8P+35 Bremen, Germany', 'global_code': '9F5C3W8P+35'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",53.0643066,8.9402264,126,92,190,44,100,100,101,146
"246","Klinikverbund Allgäu - Klinik Immenstadt Klinik für Anästhesie/Intensivmedizin und Klinik für Pneumologie/Beatmungsmedizin Im Stillen 2 87509 Immenstadt/Allgäu","Intensivstation","http://www.kv-keoa.de","BY","GREEN","green","GREEN","Fri Mar 20 11:23:00 CET 2020","Klinikverbund+Allgäu+-+Klinik+Immenstadt+Klinik+für+Anästhesie/Intensivmedizin+und+Klinik+für+Pneumologie/Beatmungsmedizin+Im+Stillen+2+87509+Immenstadt/Allgäu","{'results': [{'address_components': [{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Im Stillen', 'short_name': 'Im Stillen', 'types': ['route']}, {'long_name': 'Immenstadt im Allgäu', 'short_name': 'Immenstadt im Allgäu', 'types': ['locality', 'political']}, {'long_name': 'Oberallgäu', 'short_name': 'Oberallgäu', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Schwaben', 'short_name': 'Schwaben', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '87509', 'short_name': '87509', 'types': ['postal_code']}], 'formatted_address': 'Im Stillen 3, 87509 Immenstadt im Allgäu, Germany', 'geometry': {'location': {'lat': 47.5622104, 'lng': 10.2282257}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.56355938029151, 'lng': 10.2295746802915}, 'southwest': {'lat': 47.56086141970851, 'lng': 10.2268767197085}}}, 'place_id': 'ChIJccAumZeBnEcRJluBstBZ-5M', 'plus_code': {'compound_code': 'H66H+V7 Immenstadt, Germany', 'global_code': '8FVGH66H+V7'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}, {'address_components': [{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Im Stillen', 'short_name': 'Im Stillen', 'types': ['route']}, {'long_name': 'Immenstadt im Allgäu', 'short_name': 'Immenstadt im Allgäu', 'types': ['locality', 'political']}, {'long_name': 'Oberallgäu', 'short_name': 'Oberallgäu', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Schwaben', 'short_name': 'Schwaben', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '87509', 'short_name': '87509', 'types': ['postal_code']}], 'formatted_address': 'Im Stillen 3, 87509 Immenstadt im Allgäu, Germany', 'geometry': {'location': {'lat': 47.5623054, 'lng': 10.2283413}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.5636543802915, 'lng': 10.2296902802915}, 'southwest': {'lat': 47.5609564197085, 'lng': 10.2269923197085}}}, 'place_id': 'ChIJX3Uu7ZeBnEcRB220UOSfvJM', 'plus_code': {'compound_code': 'H66H+W8 Immenstadt, Germany', 'global_code': '8FVGH66H+W8'}, 'types': ['establishment', 'health', 'point_of_interest']}], 'status': 'OK'}",47.5622104,10.2282257,66,82,179,12,100,100,76,167
"247","Klinikverbund St. Antonius und St. Josef GmbH Klinik für Anästhesie, Intensiv- und Schmerztherapie Bergstr. 6-12 42105 Wuppertal","","http://www.petrus-krankenhaus-wuppertal.de/de/medizin/kliniken/klinik-fuer-anaesthesie-intensiv-und-schmerztherapie/","NRW","GREEN","green","RED","Fri Mar 20 17:07:00 CET 2020","Klinikverbund+St.+Antonius+und+St.+Josef+GmbH+Klinik+für+Anästhesie,+Intensiv-+und+Schmerztherapie+Bergstr.+6-12+42105+Wuppertal","{'results': [{'address_components': [{'long_name': '6-12', 'short_name': '6-12', 'types': ['street_number']}, {'long_name': 'Bergstraße', 'short_name': 'Bergstraße', 'types': ['route']}, {'long_name': 'Elberfeld', 'short_name': 'Elberfeld', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Wuppertal', 'short_name': 'West', 'types': ['locality', 'political']}, {'long_name': 'Düsseldorf', 'short_name': 'Düsseldorf', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nordrhein-Westfalen', 'short_name': 'NRW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '42105', 'short_name': '42105', 'types': ['postal_code']}], 'formatted_address': 'Bergstraße 6-12, 42105 Wuppertal, Germany', 'geometry': {'location': {'lat': 51.25967, 'lng': 7.143489000000001}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 51.2610189802915, 'lng': 7.144837980291503}, 'southwest': {'lat': 51.2583210197085, 'lng': 7.142140019708499}}}, 'place_id': 'ChIJ96EK3q3XuEcRhFczD1pgvrU', 'plus_code': {'compound_code': '745V+V9 Wuppertal, Germany', 'global_code': '9F39745V+V9'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",51.25967,7.143489,72,22,166,71,100,100,86,95
"248","Klinikzentrum Westerstede Anästhesiologie Lange Straße 38 26655 Westerstede","Operative Intensivstation","http://www.ammerland-klinik.de","NI","RED","green","","Sat Mar 21 08:57:00 CET 2020","Klinikzentrum+Westerstede+Anästhesiologie+Lange+Straße+38+26655+Westerstede","{'results': [{'address_components': [{'long_name': '38', 'short_name': '38', 'types': ['street_number']}, {'long_name': 'Lange Straße', 'short_name': 'Lange Str.', 'types': ['route']}, {'long_name': 'Westerstede', 'short_name': 'Westerstede', 'types': ['locality', 'political']}, {'long_name': 'Ammerland', 'short_name': 'Ammerland', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Niedersachsen', 'short_name': 'NDS', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '26655', 'short_name': '26655', 'types': ['postal_code']}], 'formatted_address': 'Lange Str. 38, 26655 Westerstede, Germany', 'geometry': {'location': {'lat': 53.25874959999999, 'lng': 7.918355}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 53.2600985802915, 'lng': 7.919703980291502}, 'southwest': {'lat': 53.2574006197085, 'lng': 7.917006019708498}}}, 'place_id': 'ChIJg8upEeL6tkcR8BQPRHGX7qw', 'plus_code': {'compound_code': '7W59+F8 Westerstede, Germany', 'global_code': '9F597W59+F8'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",53.2587496,7.918355,54,95,144,36,100,100,24,108
"249","KMG Klinikum Kyritz Klinik für Anästhesiologie und Intensivmedizin Perleberger Str. 31a 16866 Kyritz","ITS / IMC","http://kmg-kliniken.de","BB","GREEN","orange","","Sat Mar 21 10:00:00 CET 2020","KMG+Klinikum+Kyritz+Klinik+für+Anästhesiologie+und+Intensivmedizin+Perleberger+Str.+31a+16866+Kyritz","{'results': [{'address_components': [{'long_name': '31a', 'short_name': '31a', 'types': ['street_number']}, {'long_name': 'Perleberger Straße', 'short_name': 'Perleberger Str.', 'types': ['route']}, {'long_name': 'Kyritz', 'short_name': 'Kyritz', 'types': ['locality', 'political']}, {'long_name': 'Ostprignitz-Ruppin', 'short_name': 'Ostprignitz-Ruppin', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Brandenburg', 'short_name': 'BB', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '16866', 'short_name': '16866', 'types': ['postal_code']}], 'formatted_address': 'Perleberger Str. 31a, 16866 Kyritz, Germany', 'geometry': {'location': {'lat': 52.94845000000001, 'lng': 12.38887}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.94979898029151, 'lng': 12.3902189802915}, 'southwest': {'lat': 52.94710101970851, 'lng': 12.3875210197085}}}, 'place_id': 'ChIJewS4_M8yqUcRadp6k_3xxJc', 'plus_code': {'compound_code': 'W9XQ+9G Kyritz, Germany', 'global_code': '9F4JW9XQ+9G'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",52.94845,12.38887,116,53,105,22,100,100,74,83
"250","KMG Klinikum Luckenwalde Anästhesie / ITS Saarstrasse 1 14943 Luckenwalde","ITS","mailto:/M.Dreyer@kmg-kliniken.de","BB","YELLOW","darkred","RED","Fri Mar 20 07:12:00 CET 2020","KMG+Klinikum+Luckenwalde+Anästhesie+/+ITS+Saarstrasse+1+14943+Luckenwalde","{'results': [{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Saarstraße', 'short_name': 'Saarstraße', 'types': ['route']}, {'long_name': 'Luckenwalde', 'short_name': 'Luckenwalde', 'types': ['locality', 'political']}, {'long_name': 'Teltow-Fläming', 'short_name': 'Teltow-Fläming', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Brandenburg', 'short_name': 'BB', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '14943', 'short_name': '14943', 'types': ['postal_code']}], 'formatted_address': 'Saarstraße 1, 14943 Luckenwalde, Germany', 'geometry': {'location': {'lat': 52.0998704, 'lng': 13.1795658}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.1012193802915, 'lng': 13.1809147802915}, 'southwest': {'lat': 52.0985214197085, 'lng': 13.1782168197085}}}, 'place_id': 'ChIJO31G7Y56qEcRE6rTaPdpa6Y', 'plus_code': {'compound_code': '35XH+WR Luckenwalde, Germany', 'global_code': '9F4M35XH+WR'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",52.0998704,13.1795658,123,64,148,38,100,100,71,110
"251","KMG Klinikum Pritzwalk Klinik für Anästhesiologie und Intensivmedizin Giesensdorfer Weg 2a 16928 Pritzwalk","Intensivtation","https://kmg-kliniken.de/kmg-klinikum-pritzwalk/fachabteilungen-zentren/anaesthesiologie-und-intensivmedizin/","BB","GREEN","green","","Sat Mar 21 15:21:00 CET 2020","KMG+Klinikum+Pritzwalk+Klinik+für+Anästhesiologie+und+Intensivmedizin+Giesensdorfer+Weg+2a+16928+Pritzwalk","{'results': [{'address_components': [{'long_name': '2A', 'short_name': '2A', 'types': ['street_number']}, {'long_name': 'Giesensdorfer Weg', 'short_name': 'Giesensdorfer Weg', 'types': ['route']}, {'long_name': 'Pritzwalk', 'short_name': 'Pritzwalk', 'types': ['locality', 'political']}, {'long_name': 'Prignitz', 'short_name': 'Prignitz', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Brandenburg', 'short_name': 'BB', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '16928', 'short_name': '16928', 'types': ['postal_code']}], 'formatted_address': 'Giesensdorfer Weg 2A, 16928 Pritzwalk, Germany', 'geometry': {'location': {'lat': 53.14865, 'lng': 12.16962}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 53.14999898029149, 'lng': 12.1709689802915}, 'southwest': {'lat': 53.14730101970849, 'lng': 12.1682710197085}}}, 'place_id': 'ChIJD13oN1C4rkcR-BQWQ609QM8', 'plus_code': {'compound_code': '45X9+FR Pritzwalk, Germany', 'global_code': '9F5J45X9+FR'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",53.14865,12.16962,127,35,107,60,100,100,65,47
"252","Knappschaftskrankenhaus Recklinghausen Klinik für Anaesthesiologie, Intensiv- und Schmerzmedizin Dorstener Str. 151 45657 Recklinghausen","Intensivstation","http://klinikum-vest.de","NRW","GREEN","green","","Fri Mar 20 00:20:00 CET 2020","Knappschaftskrankenhaus+Recklinghausen+Klinik+für+Anaesthesiologie,+Intensiv-+und+Schmerzmedizin+Dorstener+Str.+151+45657+Recklinghausen","{'results': [{'address_components': [{'long_name': '151', 'short_name': '151', 'types': ['street_number']}, {'long_name': 'Dorstener Straße', 'short_name': 'Dorstener Str.', 'types': ['route']}, {'long_name': 'Recklinghausen', 'short_name': 'Recklinghausen', 'types': ['locality', 'political']}, {'long_name': 'Recklinghausen', 'short_name': 'Recklinghausen', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Münster', 'short_name': 'MS', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nordrhein-Westfalen', 'short_name': 'NRW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '45657', 'short_name': '45657', 'types': ['postal_code']}], 'formatted_address': 'Dorstener Str. 151, 45657 Recklinghausen, Germany', 'geometry': {'location': {'lat': 51.6211597, 'lng': 7.1755505}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 51.6225086802915, 'lng': 7.176899480291502}, 'southwest': {'lat': 51.6198107197085, 'lng': 7.174201519708498}}}, 'place_id': 'ChIJ7UXDhVnjuEcRb9tt71ef5yw', 'plus_code': {'compound_code': 'J5CG+F6 Recklinghausen, Germany', 'global_code': '9F39J5CG+F6'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",51.6211597,7.1755505,54,47,146,99,100,100,91,47
